iter	RMSE
329	1748.449686
330	1746.028444
331	1745.324525
332	1742.453488
333	1740.633217
334	1740.210415
335	1739.01935
336	1737.598973
337	1736.889873
338	1736.191242
339	1735.796275
340	1735.323905
341	1734.104397
342	1733.658898
343	1731.927214
344	1729.87308
345	1728.283305
346	1728.016635
347	1726.652277
348	1725.279433
349	1724.202692
350	1721.964785
351	1721.643547
352	1719.56359
353	1718.74877
354	1717.952927
355	1717.416267
356	1716.258542
357	1715.291834
358	1713.430583
359	1712.61298
360	1712.10211
361	1711.261621
362	1708.966333
363	1707.01486
364	1705.870133
365	1705.632104
366	1705.036351
367	1703.893171
368	1703.076106
369	1701.59615
370	1701.222703
371	1701.037583
372	1700.415374
373	1700.028956
374	1699.277919
375	1697.837539
376	1697.123244
377	1695.598125
378	1694.550447
379	1693.451097
380	1692.927773
381	1692.100682
382	1691.564097
383	1689.591139
384	1688.759028
385	1688.365929
386	1687.093872
387	1685.13323
388	1683.652693
389	1683.129675
390	1682.744056
391	1681.312227
392	1681.051074
393	1679.631967
394	1679.150261
395	1678.574341
396	1678.026867
397	1677.219307
398	1676.139098
399	1675.577921
400	1675.038933
401	1673.953807
402	1672.833116
403	1671.769748
404	1671.13207
405	1670.301601
406	1669.381699
407	1668.530292
408	1668.002987
409	1667.679182
410	1666.485309
411	1666.191704
412	1666.113266
413	1665.085101
414	1663.655584
415	1662.572276
416	1661.4008
417	1660.783752
418	1659.807185
419	1659.364921
420	1658.698646
421	1657.301701
422	1655.919778
423	1655.395033
424	1655.03466
425	1654.782724
426	1654.301464
427	1654.204633
428	1652.808454
429	1652.264626
430	1651.394036
431	1650.70828
432	1650.143034
433	1649.432485
434	1648.719359
435	1647.111574
436	1646.008432
437	1645.134956
438	1644.724199
439	1643.412737
440	1642.350969
441	1641.552553
442	1640.559193
443	1640.022183
444	1639.072901
445	1637.679669
446	1636.573628
447	1636.069941
448	1635.358964
449	1634.949481
450	1633.73906
451	1633.302597
452	1632.647363
453	1631.709036
454	1631.245228
455	1630.660981
456	1629.767306
457	1627.653482
458	1626.969549
459	1625.037274
460	1624.394377
461	1623.456816
462	1622.351803
463	1622.061457
464	1621.792403
465	1621.124943
466	1620.124105
467	1619.744216
468	1618.847396
469	1618.26994
470	1617.569815
471	1616.117536
472	1615.052757
473	1613.899957
474	1613.040162
475	1612.667994
476	1610.187161
477	1607.924879
478	1607.203847
479	1605.576884
480	1604.921374
481	1604.217162
482	1603.797841
483	1602.402307
484	1601.725278
485	1600.837877
486	1600.565892
487	1599.894192
488	1599.532467
489	1599.120936
490	1598.45571
491	1597.758195
492	1596.934317
493	1596.554133
494	1596.400625
495	1595.348127
496	1594.939093
497	1593.405932
498	1592.009589
499	1591.074465
500	1589.608512
501	1587.660936
502	1587.061448
503	1586.710627
504	1586.354935
505	1584.935954
506	1584.463349
507	1583.950849
508	1583.456332
509	1583.196197
510	1582.872133
511	1582.306534
512	1581.950269
513	1581.306046
514	1581.032986
515	1580.368732
516	1579.956672
517	1579.637111
518	1578.875228
519	1578.485408
520	1577.635298
521	1577.289987
522	1576.216828
523	1575.106596
524	1574.280597
525	1573.800716
526	1573.511143
527	1573.095886
528	1572.734808
529	1572.201149
530	1571.66137
531	1571.319829
532	1570.564942
533	1570.037165
534	1569.651709
535	1569.218975
536	1569.029823
537	1568.672069
538	1568.235942
539	1568.00706
540	1567.477666
541	1567.181428
542	1566.724057
543	1566.262584
544	1565.457645
545	1564.946465
546	1564.812312
547	1564.424572
548	1563.180608
549	1561.291215
550	1560.895554
551	1560.197984
552	1559.79944
553	1559.102371
554	1558.71441
555	1558.612937
556	1557.894727
557	1556.989556
558	1556.459322
559	1555.925415
560	1555.421706
561	1555.367187
562	1555.135424
563	1554.813931
564	1554.238264
565	1553.800011
566	1553.13295
567	1552.910683
568	1552.534164
569	1552.320832
570	1552.159231
571	1551.80291
572	1550.837699
573	1550.170144
574	1549.920805
575	1548.684239
576	1548.340782
577	1547.92643
578	1547.228921
579	1546.737893
580	1545.103136
581	1544.915623
582	1543.686175
583	1543.072303
584	1542.273921
585	1541.511597
586	1541.343828
587	1541.092446
588	1540.837309
589	1540.244989
590	1539.703177
591	1539.416992
592	1539.044269
593	1538.586584
594	1537.832059
595	1536.894692
596	1536.350603
597	1535.161471
598	1535.027665
599	1534.843482
600	1534.436235
601	1534.112669
602	1533.664292
603	1532.672494
604	1532.495317
605	1531.949979
606	1531.321524
607	1530.606148
608	1530.36311
609	1529.802709
610	1528.817274
611	1528.533838
612	1528.057585
613	1527.644778
614	1527.344421
615	1526.856083
616	1526.264832
617	1525.853411
618	1525.537214
619	1525.199338
620	1524.999216
621	1524.444064
622	1523.851166
623	1523.00529
624	1522.635327
625	1522.330966
626	1521.942879
627	1521.156132
628	1520.747191
629	1520.655213
630	1520.168266
631	1519.887783
632	1519.583194
633	1519.305811
634	1518.626639
635	1517.989275
636	1517.729364
637	1517.522281
638	1517.372146
639	1516.84971
640	1516.229767
641	1515.724428
642	1515.020285
643	1514.90899
644	1513.933253
645	1513.061577
646	1512.592818
647	1512.284122
648	1511.637245
649	1511.303187
650	1510.844542
651	1509.76805
652	1509.638864
653	1509.116038
654	1508.794871
655	1508.299069
656	1507.726348
657	1507.370156
658	1507.152603
659	1506.555826
660	1506.188095
661	1505.760665
662	1505.226774
663	1503.707237
664	1503.123547
665	1502.412345
666	1501.988404
667	1501.322158
668	1500.817964
669	1500.729212
670	1500.40028
671	1500.307356
672	1499.900033
673	1499.165415
674	1498.332149
675	1497.852254
676	1497.505815
677	1497.198671
678	1496.776604
679	1495.181501
680	1495.050651
681	1494.525891
682	1494.373859
683	1494.084376
684	1492.956641
685	1492.863576
686	1492.375003
687	1491.874297
688	1491.655746
689	1491.311788
690	1491.16865
691	1491.015511
692	1490.781278
693	1490.353084
694	1489.855567
695	1489.582719
696	1489.324521
697	1488.963823
698	1488.773267
699	1488.298069
700	1487.948331
701	1486.718842
702	1486.223863
703	1485.526146
704	1484.982437
705	1484.802959
706	1484.128243
707	1483.780777
708	1483.346857
709	1482.648395
710	1481.633888
711	1481.181618
712	1480.50066
713	1480.329481
714	1479.713162
715	1479.283337
716	1478.810974
717	1478.633515
718	1478.210024
719	1477.619015
720	1477.172054
721	1476.683761
722	1476.191375
723	1475.956318
724	1475.576736
725	1475.050594
726	1473.854116
727	1473.615444
728	1472.728518
729	1472.172668
730	1471.85966
731	1471.711774
732	1470.948934
733	1470.389621
734	1470.158069
735	1469.782936
736	1469.166366
737	1468.691904
738	1468.311918
739	1467.434697
740	1466.646909
741	1466.411493
742	1466.137409
743	1465.868733
744	1465.217014
745	1464.650652
746	1464.071803
747	1463.78109
748	1463.417028
749	1462.844979
750	1462.409551
751	1462.17541
752	1461.981546
753	1461.133018
754	1460.576308
755	1460.151582
756	1459.801054
757	1459.597846
758	1459.317669
759	1459.009893
760	1458.404924
761	1458.00147
762	1457.507369
763	1456.995703
764	1456.805763
765	1456.658456
766	1456.54928
767	1455.959271
768	1455.802433
769	1454.927065
770	1454.644981
771	1454.547059
772	1453.377811
773	1453.233062
774	1452.880459
775	1452.613264
776	1451.818642
777	1451.507384
778	1451.034992
779	1450.955276
780	1450.142072
781	1449.869724
782	1449.417108
783	1449.052099
784	1448.625044
785	1448.370435
786	1448.005051
787	1447.657887
788	1447.185733
789	1446.898574
790	1446.510084
791	1446.361225
792	1446.048818
793	1445.178433
794	1445.146988
795	1444.964834
796	1443.666244
797	1443.437942
798	1443.121766
799	1442.898982
800	1442.685349
801	1442.088315
802	1441.954029
803	1441.611833
804	1441.456405
805	1441.123728
806	1440.611084
807	1439.943719
808	1439.625646
809	1439.256591
810	1438.978614
811	1438.791445
812	1438.604005
813	1438.469939
814	1438.148535
815	1437.844215
816	1437.308722
817	1436.985141
818	1436.72848
819	1436.21638
820	1435.935885
821	1435.539619
822	1435.355385
823	1434.878316
824	1434.248125
825	1433.982333
826	1433.238385
827	1432.634975
828	1431.981936
829	1431.586359
830	1431.271335
831	1430.948842
832	1430.035158
833	1429.760271
834	1429.359561
835	1429.170526
836	1428.51891
837	1428.272906
838	1428.050918
839	1427.767234
840	1427.351267
841	1427.253169
842	1426.320877
843	1426.048121
844	1425.828672
845	1425.161632
846	1424.893579
847	1424.620004
848	1423.923276
849	1423.771512
850	1423.549695
851	1423.425703
852	1423.15006
853	1422.819297
854	1422.59531
855	1422.390151
856	1422.08842
857	1421.935705
858	1421.653411
859	1421.26454
860	1421.078231
861	1420.854114
862	1420.685572
863	1419.922897
864	1419.446876
865	1419.12149
866	1418.87222
867	1418.739771
868	1418.675348
869	1418.526088
870	1418.423973
871	1418.188837
872	1417.825981
873	1417.672456
874	1417.35468
875	1417.113994
876	1416.77619
877	1416.345846
878	1415.956291
879	1415.776428
880	1415.469436
881	1415.16599
882	1414.962378
883	1414.520421
884	1414.250362
885	1413.840807
886	1413.308967
887	1412.924569
888	1412.861534
889	1412.712768
890	1412.399403
891	1412.22617
892	1412.068058
893	1411.814781
894	1411.612762
895	1411.257141
896	1410.438127
897	1410.034523
898	1409.87381
899	1409.761125
900	1408.89806
901	1408.533334
902	1408.390742
903	1408.206851
904	1408.056904
905	1407.462699
906	1406.794006
907	1406.458423
908	1406.231342
909	1405.993499
910	1405.447099
911	1405.173166
912	1404.825856
913	1403.855451
914	1403.728636
915	1403.676956
916	1403.257089
917	1403.020591
918	1402.557013
919	1402.319947
920	1401.497405
921	1401.322447
922	1401.129681
923	1401.115824
924	1400.84838
925	1400.588674
926	1400.341546
927	1399.866755
928	1399.283582
929	1399.01266
930	1398.523071
931	1397.83182
932	1397.265213
933	1396.951405
934	1396.724079
935	1396.207378
936	1396.050406
937	1395.791869
938	1395.595993
939	1395.368127
940	1395.171249
941	1395.02548
942	1394.77071
943	1394.72323
944	1394.453411
945	1394.00613
946	1393.819987
947	1393.508334
948	1393.083119
949	1392.894393
950	1392.432555
951	1392.348663
952	1392.105213
953	1391.895194
954	1391.65645
955	1391.553109
956	1391.433685
957	1390.817734
958	1390.79775
959	1390.229711
960	1390.029197
961	1389.546238
962	1388.7455
963	1388.441329
964	1388.234401
965	1388.070098
966	1387.894379
967	1387.76058
968	1387.429259
969	1386.966781
970	1386.792805
971	1386.665699
972	1386.244433
973	1386.098831
974	1385.635026
975	1384.975361
976	1383.767127
977	1383.114132
978	1382.94883
979	1382.871387
980	1382.425107
981	1381.969805
982	1381.847758
983	1381.564102
984	1381.347356
985	1381.084443
986	1380.978308
987	1380.746647
988	1380.631411
989	1380.07263
990	1379.372853
991	1378.955473
992	1378.79411
993	1378.708092
994	1378.684817
995	1378.306
996	1377.579537
997	1377.257407
998	1376.851942
999	1376.493662
1000	1376.029517
1001	1375.566171
1002	1375.294241
1003	1374.533471
1004	1374.118649
1005	1374.056897
1006	1373.862373
1007	1373.604479
1008	1373.417629
1009	1372.867316
1010	1372.673464
1011	1372.329216
1012	1372.275923
1013	1371.832043
1014	1371.527847
1015	1371.462767
1016	1371.053653
1017	1370.898368
1018	1370.760508
1019	1370.191854
1020	1369.261417
1021	1369.134548
1022	1368.918084
1023	1368.827593
1024	1368.643423
1025	1368.490435
1026	1368.318445
1027	1368.121714
1028	1368.099771
1029	1367.972622
1030	1367.748864
1031	1367.479244
1032	1367.413088
1033	1367.08879
1034	1366.621697
1035	1366.503811
1036	1366.114123
1037	1365.927811
1038	1365.547429
1039	1365.259917
1040	1364.870822
1041	1364.392965
1042	1364.213275
1043	1364.103744
1044	1363.723347
1045	1363.455647
1046	1363.335831
1047	1362.999078
1048	1362.81843
1049	1362.482993
1050	1362.135563
1051	1361.842008
1052	1361.522565
1053	1361.421901
1054	1361.240518
1055	1361.019911
1056	1360.903159
1057	1360.355802
1058	1359.984544
1059	1359.66548
1060	1359.259903
1061	1358.41328
1062	1357.953241
1063	1357.621931
1064	1357.29785
1065	1357.222262
1066	1356.658372
1067	1356.208058
1068	1355.966154
1069	1355.911712
1070	1355.435258
1071	1355.159215
1072	1354.736071
1073	1354.419378
1074	1354.141412
1075	1353.980264
1076	1353.800969
1077	1353.661122
1078	1353.303215
1079	1353.102698
1080	1352.652598
1081	1352.50423
1082	1352.144903
1083	1352.046019
1084	1351.77386
1085	1351.689081
1086	1351.345012
1087	1350.992139
1088	1350.908136
1089	1350.786869
1090	1350.495317
1091	1350.357998
1092	1350.187845
1093	1350.067853
1094	1349.945841
1095	1349.808065
1096	1349.625233
1097	1349.524611
1098	1349.370057
1099	1349.131082
1100	1348.318766
1101	1347.71032
1102	1347.462962
1103	1347.272986
1104	1347.199491
1105	1346.843119
1106	1346.300839
1107	1346.106938
1108	1345.758796
1109	1345.37184
1110	1344.971685
1111	1344.830167
1112	1344.568367
1113	1344.400201
1114	1343.997162
1115	1343.40239
1116	1342.984049
1117	1342.865798
1118	1342.66771
1119	1342.353156
1120	1342.079562
1121	1341.877395
1122	1341.574811
1123	1341.415677
1124	1341.261754
1125	1341.132567
1126	1340.884904
1127	1340.405839
1128	1340.067792
1129	1339.7727
1130	1339.57403
1131	1339.368109
1132	1339.167288
1133	1338.948101
1134	1338.781731
1135	1338.630652
1136	1338.535979
1137	1338.340807
1138	1337.983701
1139	1337.674325
1140	1337.467715
1141	1337.313636
1142	1337.179461
1143	1336.717734
1144	1336.114359
1145	1335.931353
1146	1335.837823
1147	1335.523185
1148	1335.303655
1149	1334.349485
1150	1333.884035
1151	1333.46519
1152	1333.255447
1153	1333.068879
1154	1332.997307
1155	1332.914081
1156	1332.385615
1157	1332.097297
1158	1331.901408
1159	1331.412621
1160	1331.196168
1161	1331.062138
1162	1330.956017
1163	1330.798877
1164	1330.542629
1165	1330.310492
1166	1330.141142
1167	1329.833673
1168	1329.086007
1169	1329.052993
1170	1328.873218
1171	1328.606913
1172	1328.552528
1173	1328.467484
1174	1328.330893
1175	1328.206815
1176	1328.059544
1177	1327.815932
1178	1327.731647
1179	1327.580352
1180	1327.097546
1181	1326.635481
1182	1326.508707
1183	1326.35333
1184	1325.700692
1185	1325.563287
1186	1325.5231
1187	1325.446575
1188	1325.308015
1189	1325.002367
1190	1324.656898
1191	1324.445514
1192	1324.378072
1193	1324.113516
1194	1323.808889
1195	1323.702154
1196	1323.530843
1197	1323.300944
1198	1322.895703
1199	1322.815598
1200	1322.757321
1201	1322.670078
1202	1322.452681
1203	1321.305833
1204	1321.22045
1205	1321.087405
1206	1320.639383
1207	1320.476105
1208	1320.309829
1209	1320.085201
1210	1319.761368
1211	1319.58955
1212	1319.262416
1213	1319.175308
1214	1319.113678
1215	1318.942885
1216	1318.671853
1217	1318.425705
1218	1318.267648
1219	1318.167182
1220	1317.883822
1221	1317.734501
1222	1317.611967
1223	1316.53517
1224	1316.484423
1225	1316.277818
1226	1316.238513
1227	1315.970379
1228	1315.346514
1229	1314.690135
1230	1314.426967
1231	1314.302127
1232	1314.136353
1233	1313.808179
1234	1313.536985
1235	1313.270789
1236	1312.611219
1237	1312.535925
1238	1312.122429
1239	1311.651799
1240	1311.091956
1241	1310.871478
1242	1310.85642
1243	1310.371988
1244	1310.31144
1245	1309.907091
1246	1309.516932
1247	1309.149947
1248	1308.995467
1249	1308.687873
1250	1308.593016
1251	1308.331475
1252	1308.168777
1253	1308.063466
1254	1307.939404
1255	1307.885878
1256	1307.7697
1257	1307.420659
1258	1307.268472
1259	1307.042687
1260	1306.960268
1261	1306.705791
1262	1306.558483
1263	1306.059533
1264	1306.007441
1265	1305.799375
1266	1305.628571
1267	1305.579874
1268	1305.405955
1269	1305.196939
1270	1304.859721
1271	1304.641508
1272	1304.529306
1273	1304.233601
1274	1304.031974
1275	1303.835077
1276	1303.752724
1277	1303.628454
1278	1303.419838
1279	1303.300153
1280	1302.819966
1281	1302.577376
1282	1302.483622
1283	1302.238095
1284	1301.811316
1285	1301.405101
1286	1301.099757
1287	1300.965857
1288	1300.658854
1289	1300.515028
1290	1300.469607
1291	1300.314901
1292	1300.027553
1293	1299.765002
1294	1299.703962
1295	1299.468126
1296	1299.236678
1297	1298.886746
1298	1298.701372
1299	1298.609403
1300	1298.303295
1301	1298.009005
1302	1297.888135
1303	1297.685468
1304	1297.554957
1305	1297.243745
1306	1296.934749
1307	1296.855905
1308	1296.652794
1309	1296.461441
1310	1296.358771
1311	1296.111005
1312	1296.026608
1313	1295.859508
1314	1295.794156
1315	1295.219727
1316	1295.13736
1317	1295.021264
1318	1294.841041
1319	1294.665451
1320	1294.367078
1321	1294.177766
1322	1293.863948
1323	1293.698291
1324	1293.470241
1325	1293.313106
1326	1293.243759
1327	1292.924347
1328	1292.81112
1329	1292.715266
1330	1292.045508
1331	1291.982681
1332	1291.901374
1333	1291.847235
1334	1291.754862
1335	1291.598075
1336	1291.338972
1337	1291.193258
1338	1290.809795
1339	1290.799067
1340	1290.718818
1341	1290.674586
1342	1290.512468
1343	1290.387576
1344	1290.021588
1345	1289.698225
1346	1289.637317
1347	1288.998899
1348	1288.752585
1349	1288.498872
1350	1288.350438
1351	1288.017906
1352	1287.917698
1353	1287.633361
1354	1287.10444
1355	1287.066136
1356	1286.982274
1357	1286.740779
1358	1286.692644
1359	1286.122144
1360	1285.692669
1361	1285.444999
1362	1284.796148
1363	1284.700771
1364	1284.498103
1365	1284.348124
1366	1284.046045
1367	1283.862191
1368	1283.780788
1369	1283.683384
1370	1283.597997
1371	1283.539693
1372	1283.350925
1373	1282.75798
1374	1282.391122
1375	1282.201551
1376	1282.146266
1377	1281.83945
1378	1281.744969
1379	1281.676577
1380	1281.500487
1381	1281.366864
1382	1280.801279
1383	1280.736474
1384	1280.679356
1385	1280.542635
1386	1280.231398
1387	1280.071627
1388	1279.976689
1389	1279.588535
1390	1279.509222
1391	1279.297483
1392	1279.038568
1393	1278.927016
1394	1278.773286
1395	1278.661812
1396	1278.463462
1397	1278.335982
1398	1278.197186
1399	1277.822454
1400	1277.63128
1401	1277.447709
1402	1277.364053
1403	1276.993514
1404	1276.849566
1405	1276.585404
1406	1276.398428
1407	1276.227108
1408	1275.97365
1409	1275.822122
1410	1275.631956
1411	1275.411145
1412	1275.2502
1413	1275.068062
1414	1275.005438
1415	1274.950625
1416	1274.642537
1417	1274.421568
1418	1274.332393
1419	1273.766887
1420	1273.67484
1421	1273.627913
1422	1273.57287
1423	1273.222955
1424	1273.16063
1425	1273.016199
1426	1272.878706
1427	1272.746998
1428	1272.533065
1429	1272.35747
1430	1272.152434
1431	1272.068645
1432	1271.938667
1433	1271.816696
1434	1271.440043
1435	1271.380238
1436	1270.576406
1437	1270.492917
1438	1270.441577
1439	1270.37928
1440	1270.073533
1441	1270.030288
1442	1269.972393
1443	1269.782126
1444	1269.615596
1445	1268.754546
1446	1268.44759
1447	1268.370256
1448	1268.264717
1449	1267.879919
1450	1267.628163
1451	1267.19852
1452	1267.048254
1453	1267.048078
1454	1266.988561
1455	1266.793465
1456	1266.624507
1457	1266.488999
1458	1266.314145
1459	1266.130789
1460	1265.687426
1461	1265.391586
1462	1265.163553
1463	1264.891103
1464	1264.861488
1465	1264.771057
1466	1264.598919
1467	1264.491528
1468	1264.068985
1469	1264.038174
1470	1263.991053
1471	1263.692657
1472	1263.624888
1473	1263.358958
1474	1263.180472
1475	1263.008998
1476	1262.893092
1477	1262.723552
1478	1262.499291
1479	1262.3489
1480	1261.997088
1481	1261.949077
1482	1261.858791
1483	1261.775823
1484	1261.714794
1485	1261.538759
1486	1261.34806
1487	1261.238291
1488	1260.972898
1489	1260.765504
1490	1260.566448
1491	1260.412736
1492	1260.321099
1493	1260.295788
1494	1259.960751
1495	1259.870786
1496	1259.587588
1497	1259.489076
1498	1259.380686
1499	1259.086806
1500	1258.999474
1501	1258.89066
1502	1258.691812
1503	1258.561244
1504	1258.207815
1505	1258.059201
1506	1257.92097
1507	1257.710618
1508	1257.464696
1509	1257.342232
1510	1256.809678
1511	1256.70483
1512	1256.417224
1513	1256.142935
1514	1255.918314
1515	1255.793773
1516	1255.68963
1517	1255.243497
1518	1255.179859
1519	1255.036732
1520	1254.958353
1521	1254.935314
1522	1254.869878
1523	1254.699223
1524	1254.531956
1525	1254.417244
1526	1254.345849
1527	1254.196862
1528	1253.660297
1529	1253.637117
1530	1253.451218
1531	1253.363567
1532	1252.977663
1533	1252.915442
1534	1252.677169
1535	1252.418726
1536	1252.167412
1537	1251.984616
1538	1251.734041
1539	1251.54998
1540	1251.341573
1541	1251.097056
1542	1251.046805
1543	1250.791008
1544	1250.517621
1545	1250.341007
1546	1250.173544
1547	1249.763863
1548	1249.33196
1549	1249.166256
1550	1249.103609
1551	1248.859004
1552	1248.726396
1553	1248.612316
1554	1248.390135
1555	1247.922369
1556	1247.590423
1557	1247.503863
1558	1247.276564
1559	1246.916357
1560	1246.812124
1561	1246.747316
1562	1246.582263
1563	1246.405465
1564	1246.29338
1565	1246.133899
1566	1245.929554
1567	1245.82768
1568	1245.781505
1569	1245.47258
1570	1245.372294
1571	1245.21922
1572	1244.90391
1573	1244.850953
1574	1244.665367
1575	1244.465311
1576	1244.34536
1577	1244.196553
1578	1244.161855
1579	1244.035094
1580	1243.920575
1581	1243.906183
1582	1243.625643
1583	1243.26962
1584	1243.221886
1585	1243.174337
1586	1242.239748
1587	1241.844589
1588	1241.650745
1589	1241.533158
1590	1241.469155
1591	1240.892613
1592	1240.674918
1593	1240.414939
1594	1240.366813
1595	1240.01691
1596	1239.668064
1597	1239.086205
1598	1238.91517
1599	1238.743645
1600	1238.644075
1601	1238.462492
1602	1238.386104
1603	1238.133224
1604	1237.85081
1605	1237.800233
1606	1237.657789
1607	1237.356262
1608	1237.120294
1609	1236.902862
1610	1236.74232
1611	1236.692046
1612	1236.247326
1613	1236.179126
1614	1235.938649
1615	1235.548768
1616	1235.480185
1617	1235.308284
1618	1235.244431
1619	1235.113266
1620	1234.618862
1621	1234.425414
1622	1234.317468
1623	1234.02312
1624	1233.909832
1625	1233.778503
1626	1233.698952
1627	1233.373599
1628	1233.179061
1629	1233.034371
1630	1232.715779
1631	1232.645769
1632	1232.518472
1633	1232.308359
1634	1232.098491
1635	1231.51137
1636	1231.370461
1637	1231.301828
1638	1231.18525
1639	1230.987129
1640	1230.730169
1641	1230.627922
1642	1230.453936
1643	1230.174971
1644	1229.9854
1645	1229.757923
1646	1229.598598
1647	1229.537503
1648	1229.391976
1649	1229.101904
1650	1228.963891
1651	1228.638804
1652	1228.493103
1653	1228.432375
1654	1228.168466
1655	1227.909053
1656	1227.541454
1657	1227.452341
1658	1227.231761
1659	1227.19174
1660	1226.743425
1661	1226.743268
1662	1226.407723
1663	1226.303184
